classificacao,cidade,id_lote,codigo_legado,nome_legado,nome_oficial,logradouro_legado,endereco_oficial,unidades_sobrepostas,total_unidades_legado,total_unidades_geo,qtd_lotes,qtd_codigos
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,143682,6177,ABI FAICAL I,,AV INES PEREIRA DE MARIA,"AV INES PEREIRA DE MARIA  CASA 01 , BAIRRO JD SÃO JOSÉ",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,154671,1475,ADELINO ALVES II,,R  FV28,"R FV28  CASA 01 , BAIRRO RES FORTE VILLE - EXTENSÃO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,259850,10806,AFONSO MENDES II,,R  RB13,"R RB13 CASA01 , BAIRRO RES RECANTO DO BOSQUE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,130757,5950,AGC-HORTENCIAS,,R  DAS HORTENCIAS,"R DAS HORTENSIAS  CASA 01 , BAIRRO BRO JARDIM BOTÂNICO",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,292675,6391,AGNELO CANDIDO PEREIRA,,R  OM23,"R OM23 C-1 , BAIRRO RES ORLANDO DE MORAIS",4,4,4,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,107355,5412,AGP PEIXOTO,,R  CRP9,"R CRP9  CASA02 , BAIRRO RES PRIMAVERA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,140058,6100,AG´REZIO I,,R  JOSE ERNESTO MORAES,"R JOSE ERNESTO MORAES  CASA 01 , BAIRRO RES BUENA VISTA IV",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,258790,1227,AGUAS CLARAS,,AV HORACIO COSTA SILVA,"AV HORACIO COSTA SILVA CASA 01 , BAIRRO JD BALNEÁRIO MEIA PONTE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,346115,4895,AGUIAR RESIDENCE I,,R  AB13,"R AB13 CASA 01 , BAIRRO RES ALICE BARBOSA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,345863,6234,A.J.B VIII,,R  OM24,"R OM24 CASA 01 , BAIRRO RES ORLANDO DE MORAIS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,300443,6236,ALASCA IV,,R  SH5,"R SH5 CASA 01 , BAIRRO BRO SANTO HILÁRIO - EXPANSÃO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,273485,7069,ALASCA VII,,R  PEDRO BRANT,"R PEDRO BRANT CASA 01 , BAIRRO BRO SANTO HILÁRIO - EXPANSÃO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,156730,5949,ALBUQUERQUE AGUIAR,,R  ARMINDA MARIA DE LIMA,"R ARMINDA MARIA DE LIMA  CASA 01 , BAIRRO RES KÁTIA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,51095,5819,ALCANTOS REIS,,R  SANTA LUZIA,"R SANTA LUZIA LT 04A . , BAIRRO JD NOVA ESPERANÇA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,137853,1688,ALCIVANDO GONCALVES,,R  CON JOSE TRINDADE DA F.E SILVA,"R CON JOSE TRINDADE DA F.E SILVA  CASA 01 , BAIRRO JD SÃO JOSÉ",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,14393,1850,ALDO SALATIEL SILVA IV,,R  ELMIRO CESAR DE OLIVEIRA,"R ELMIRO CESAR DE OLIVEIRA CASA 01 , BAIRRO S ESTRELA DALVA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,15712,11083,ALDO SALATIEL SILVA V,,R  ELMIRO CESAR DE OLIVEIRA,"R ELMIRO CESAR DE OLIVEIRA CASA 01 , BAIRRO S ESTRELA DALVA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,312257,5782,ALESSANDRA J.N.P,,R  SANTA RITA,"SOB 01 , BAIRRO RES CLEA BORGES",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,357809,5385,ALEXANDRE O GRANDE,,R  SR39,"R SR39 CASA 01 , BAIRRO RES PAULO ESTRELA",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,172779,1533,ALEX MENDES III,,R  ILHEUS,"R ILHEUS  CASA 01 , BAIRRO RES CAMPOS DOURADOS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,156438,2032,ALEX MENESES DA COSTA I,,R  RV10,"R RV10  CASA 01 , BAIRRO RES RIO VERDE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,392111,11487,ALICE BARBOSA,,R  AB12,"R AB12 CASA 01 , BAIRRO RES ALICE BARBOSA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,389165,6041,ALICE DIAMOND RESIDENCE,,R  AB8,"R AB8 CASA 01 , BAIRRO RES ALICE BARBOSA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,312992,10228,ALICE DIAMOND RESIDENCE II,,R  AB2,"R AB2 CASA 01 , BAIRRO RES ALICE BARBOSA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,97299,2009,ALISON 4,,AL ANICUNS,"AL ANICUNS  CASA01 , BAIRRO RES CIDADE VERDE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,276566,2261,ALMEIDA RORIZ II,,AV DR. JOSE NETO CARNEIRO,"AV DR. JOSE NETO CARNEIRO CASA 01 , BAIRRO S CRIMÉIA LESTE",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,319941,1690,ALOISIO PEREIRA 15,,R  CARVALHO RAMOS,"R CARVALHO RAMOS CASA 01 , BAIRRO PRQ DAS AMENDOEIRAS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,81902,1604,ALOYSIO TELES CARDOSO I,,R  JR10,"R JR10  CASA 01 , BAIRRO JD REAL",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,59142,2004,ALTO DO ORIENTE I,,R  RB15,"R RB15 LT 19 CS 01 , BAIRRO S ALTO DO VALE",4,4,4,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,178649,6939,ALVES DE ALMEIDA,,R  I-12,"R I-12  CASA 01 , BAIRRO JD IPANEMA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,291148,7147,ALVES DOS REIS I,,R  JI2,"R JI2 C-1 , BAIRRO JD IPÊ",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,77785,10111,ALVES FERREIRA IV,,R  CC1,"R CC1 CASA 01 , BAIRRO RES CARLA CRISTINA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,136299,2027,ALVES LEANDRO,,R  JUCA RODRIGUES,"R JUCA RODRIGUES  CASA 01 , BAIRRO RES BUENA VISTA III",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,322938,8637,AMADEUS SANTOS I,,R  ACP08,"R ACP08 CASA 02 , BAIRRO RES ANTONIO CARLOS PIRES",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,18369,5117,AMARAL 02-03/16,,R  11,"R 11 CASA 01 , BAIRRO S ESTRELA DALVA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,368748,6997,AMARAL-53,,R  BM1,"R BM1 CASA 01 , BAIRRO RES BRISAS DA MATA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,368925,6996,AMARAL-54,,R  BM1,"R BM1 C-1 , BAIRRO RES BRISAS DA MATA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,16418,7238,AMARAL II,,R  FERRARI,"R FERRARI CASA 01 , BAIRRO S ESTRELA DALVA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,30582,6529,AMARAL-TIRIRICA,,R  TIRIRICA,"R TIRIRICA LT 09 CS 01/02' , BAIRRO S PARQUE TREMENDÃO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,232935,6149,AMAZONIA I,,R  TIPITI,"R TIPITI  CASA 01 , BAIRRO PRQ AMAZÔNIA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,272668,8313,AMELIA,,R  9,"R 9 CASA 01 , BAIRRO RES PAULO ESTRELA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,105885,5416,AMELIANA CASTRO VI,,R  MARIA ISABEL DE FREITAS,"R MARIA ISABEL DE FREITAS  CASA 02 , BAIRRO RES ANA MORAES",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,273102,5869,AMENDOEIRA PARQUE,,R  VIEIRA DA CUNHA,"R VIEIRA DA CUNHA S/N     AP 101 , BAIRRO PRQ DAS AMENDOEIRAS",4,4,4,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,28082,1107,AMISTAD III,,R  JH37,"R JH37 CASA01 , BAIRRO S PARQUE TREMENDÃO",16,16,16,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,48664,2199,ANADIR ROSA PIRES,,R  SN4,"R SN4 LT 24 CASA 01 , BAIRRO S NOROESTE",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,333734,5775,ANA LUIZA DA CUNHA,,R  ANNA LUIZA DA CUNHA,"R ANNA LUIZA DA CUNHA SOBRADO 01 , BAIRRO RES VALE DO ARAGUAIA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,159538,1777,ANA LUIZA XV,,AL HERMINIO COELHO DE MORAES,"AL HERMINIO COELHO DE MORAES  CASA 01 , BAIRRO RES RIO VERDE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,62063,5427,ANA SOARES II,,R  E1,"R E1  CASA 01 , BAIRRO VL LUCY",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,80404,5604,ANDRADE & LEMOS II,,AV PERIMETRAL OESTE,"AV PERIMETRAL OESTE CASA-01 , BAIRRO JD BONANZA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,172689,2144,ANDRADE MARTINS II,,R  DIAMANTINA,"R DIAMANTINA  CASA 01 , BAIRRO RES CAMPOS DOURADOS",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,193243,10286,ANDREA BRASILEIRO,,R  GENERAL OSORIO,"R GENERAL OSORIO  SOB 01 , BAIRRO PRQ ANHANGÜERA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,167973,1821,ANGELICO FERNANDES,,R  AC8,"R AC8  CASA 01 , BAIRRO RES ANA CLARA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,237333,4556,ANNE CAROLINE,,R  T37,"R T37 S/N     SOBRADO 01 , BAIRRO S BUENO",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,362162,1555,ANTONIA BORGES I,,R  PETROLINA,"R PETROLINA CASA 01 , BAIRRO S LESTE UNIVERSITÁRIO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,137321,2042,ANTONINO XIX,,R  PE NELSON ANTONINO,"R PE NELSON ANTONINO  CASA 01 , BAIRRO JD SÃO JOSÉ",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,128833,1876,ANTONIO AMARAL IV,,R  SM28,"R SM28  CASA 01 , BAIRRO RES SÃO MARCOS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,256822,1977,ANTONIO DE MEDEIROS,,R  JOSE G BAILAO,"R JOSE G BAILAO CASA 01 , BAIRRO S CRIMÉIA LESTE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,224002,6861,AQUARIOS 09,,R  DOURADO,"R DOURADO  CASA 01 , BAIRRO RES AQUÁRIOS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,342960,1900,AQUINO DO BOSQUE,,R  RB11,"R RB11 CASA 01 , BAIRRO RES RECANTO DO BOSQUE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,105407,5402,ARIELA V,,VIA3 VIA,"VIATERCEIRA  C-1 , BAIRRO CH MARINGÁ",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,81572,6302,ARIELA VI,,R  DO PRADO,"R DO PRADO C-1 , BAIRRO S BARRA DA TIJUCA",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,148394,10478,ASA DELTA,,R  C226,"R C226  SOB 01 , BAIRRO BRO JARDIM AMÉRICA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,160841,5719,ASSIS COSTA-PLACE,,AV EF9,"AV EF9  LOJA 01 , BAIRRO JD ELI FORTE - COMPLEMENTO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,194956,5892,ATLANTICO I,,R  CARAMURU,"R CARAMURU  SOBRADO 001 , BAIRRO PRQ ANHANGÜERA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,188600,9370,ATLANTICO SUL I,,R  DO XAREU,"R DO XAREU  CASAS 01 , BAIRRO JD ATLÂNTICO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,385689,6064,ATLANTIDA,,R  RB15,"R RB15 S/N C-01 , BAIRRO RES RECANTO DO BOSQUE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,140203,1680,AVE CANTA PASSARO GORJEIA,,R  MARIA LUIZA DOS ANJOS,"R MARIA LUIZA DOS ANJOS  CASA 01 , BAIRRO JD SÃO JOSÉ",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,39603,9304,AVELINO REIS,,R  VME,"R VME CASA 01 , BAIRRO VL MUTIRÃO I",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,128824,5816,AX GODOY RESIDENCE II,,R  SM18,"R SM18  CASA 01 , BAIRRO RES SÃO MARCOS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,94411,10840,BALDUINO,,AL ANICUNS,"AL ANICUNS  CASA01 , BAIRRO RES CIDADE VERDE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,340393,5875,BALNEARIO III,,R  ALICE BANDEIRA,"R ALICE BANDEIRA CASA02 , BAIRRO JD BALNEÁRIO MEIA PONTE",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,173601,1828,BARBARA E NATALIA III,,R  RI10,"R RI10  CASA 01 , BAIRRO RES ITAIPÚ",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,18697,2054,BARBO FERREIRA I,,R  19A,"R 19A CASA 01 , BAIRRO S ESTRELA DALVA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,213250,9429,BARROS,,R  VV5,"R VV5  SOBRADO 01 , BAIRRO VLG VENEZA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,200266,6867,BARROS E SILVA I,,R  PRESIDENTE EPITACIO PESSOA,"R PRESIDENTE EPITACIO PESSOA  CASA 01 , BAIRRO JD PRESIDENTE - EXTENSÃO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,312181,5954,BATISTA OLIVEIRA I,,R  MP5,"R MP5 CASA 02 , BAIRRO RES MAR DEL PLATA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,371558,8735,BELO HORIZONTE I,,R  SR2,"R SR2 CASA 01 , BAIRRO RES BELO HORIZONTE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,363613,13966,BELO HORIZONTE II,,R  SR2,"R SR2 CASA 01 , BAIRRO RES BELO HORIZONTE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,12363,13784,BETEL,,R  C88,"R C88  CASA 01 , BAIRRO S SUDOESTE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,132708,2096,BLIAN KENNETH,,R  ELO3,"R ELO3  CASA 01 , BAIRRO PRQ ELDORADO OESTE",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,181601,6489,BOAZ ESTRLA DE IPANEMA,,R  IMPERIAL,"R IMPERIAL  CASA 01 , BAIRRO JD IPANEMA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,259575,591,BOGOTA,,R  8,"R 8 820 AP-503 , BAIRRO S CENTRAL",70,70,70,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,221874,268,BOM JESUS,,R  EF30,"R EF25  CASA 01 , BAIRRO RES ELI FORTE - EXTENSÃO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,305468,6390,BORGES SOUZA VERWAEST,,R  ACP01,"R ACP01 C-1 , BAIRRO RES ANTONIO CARLOS PIRES",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,190347,8024,BORGHI COSTA,,R  CASTRO ALVES,"R CASTRO ALVES  SOBRADO 01 , BAIRRO VL REZENDE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,172366,1769,BOTELHO E PENACHIO,,R  RI3,"R RI3  CASA 01 , BAIRRO RES ITAIPÚ",4,4,4,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,13780,6255,BOUWER X,,AV OTAVIO LUCIO,"AV OTAVIO LUCIO CASA 01 , BAIRRO S ESTRELA DALVA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,211181,12671,BOVO OLIVEIRA,,R  RPS2,"R RPS6  CASA 02 , BAIRRO RES PORTO SEGURO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,125493,5702,BRANDAO-176,,R  NATAN GUILHERME,"R NATAN GUILHERME  CASA 01 , BAIRRO JD DAS ROSAS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,181141,2116,BRASIL STIVAL,,R  ESPANHA,"R ESPANHA  CASA 01 , BAIRRO S CRISTINA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,327673,5785,BREGOLIN X,,R  BM25,"R BM25 CASA 02 , BAIRRO RES BRISAS DA MATA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,168100,5408,BRENO HENRIQUE ROCHA III,,R  RI-9,"R RI-9  CASA 01 , BAIRRO RES ITAIPÚ",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,129151,5424,BUENO TELLES II,,R  CP 48,"R CP 48  CASA 01 , BAIRRO LOT CAROLINA PARQUE - COMPLEMENTO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,324309,6369,C3 PARK RESIDENCE VII,,R  FL47,"R FL47 C-1 , BAIRRO PRQ DAS FLORES",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,165682,6343,CAIO BARBOZA RESINDENCE II,,AV RITA CAETANO,"AV RITA CAETANO  CASA 01 , BAIRRO RES SANTA FÉ I",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,167284,6230,CAIO DORNELAS I,,R  PARATI,"R PARATI  CASA 01 , BAIRRO RES CAMPOS DOURADOS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,170751,7214,CAIO DORNELAS III,,R  CONGONHAS,"R CONGONHAS  C-1 , BAIRRO RES CAMPOS DOURADOS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,170760,6884,CAIO DORNELAS IV,,R  CONGONHAS,"R CONGONHAS  C-1 , BAIRRO RES CAMPOS DOURADOS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,170756,7274,CAIO DORNELAS VII,,R  PARATI,"R PARATI  CASA 01 , BAIRRO RES CAMPOS DOURADOS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,125750,2031,CAITANO OLIVEIRA,,R  NATAN GUILHERME,"R NATAN GUILHERME  CASA 01 , BAIRRO JD DAS ROSAS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,159143,5714,CAMILO RAMOS V,,R  AGENOR ALVES DE OLIVEIRA,"R AGENOR ALVES DE OLIVEIRA  C-1 , BAIRRO RES KÁTIA",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,95314,6938,CAMPOS MARTINS,,R  DAS BANDEIRAS,"R DAS BANDEIRAS  CASA 01 , BAIRRO RES PETRÓPOLIS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,162035,2132,CANDIDO CARLOS II,,R  JAV8,"R JAV8  CASA 01 , BAIRRO JD ALPHAVILLE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,248568,687,CANDIDO PORTINARI,,R  GIOTO,"AV CANDIDO PORTINARI  CORMECIO , BAIRRO S GENTIL MEIRELLES",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,158505,1553,CARDOSO DA COSTA II,,R  ALPHA17,"R ALPHA17  CASA 01 , BAIRRO LOT ALPHAVILLE RESIDENCIAL",3,3,3,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,219394,6548,CARLOS ALMEIDA DA COSTA I,,R  MDV6,"R MDV6  CASA 1 , BAIRRO LOT MOINHO DOS VENTOS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,153546,1770,CARMELITA MOREIRA I,,R  SRM21,"R SRM 21  CASA 03 , BAIRRO RES VILLAGE SANTA RITA IV",4,4,4,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,40901,5553,CARMO FERREIRA SILVA II,,R  JERUSALEM,"R JERUSALEM LT S/N CS 1 , BAIRRO S PARQUE TREMENDÃO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,190526,9092,CAROLINA 2,,AV SAO CARLOS,"AV SAO CARLOS  CASA-01 , BAIRRO JD PLANALTO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,165580,7578,CASA DIOGO & BELMIRO I,,R  LIBERDADE,"R LIBERDADE  CASA 01 , BAIRRO RES SANTA FÉ I",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,164311,7953,CASA DIOGO & BELMIRO II,,R  DO LYCEU,"R DO LYCEU  CASA 01 , BAIRRO RES SANTA FÉ",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,163486,5888,CASA FACIL 15,,AV MARIA CAROLINA,"AV MARIA CAROLINA  CASA 01 , BAIRRO RES RECANTO DAS EMAS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,163481,7394,CASA FACIL 25,,AV MARIA CAROLINA,"AV MARIA CAROLINA  CASA 01 , BAIRRO RES RECANTO DAS EMAS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,163495,5789,CASA FACIL 4,,R  EMA13,"R EMA13  CASA 01 , BAIRRO RES RECANTO DAS EMAS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,163496,5023,CASA FACIL 5,,R  EMA13,"R EMA13  CASA 01 , BAIRRO RES RECANTO DAS EMAS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,163490,6618,CASA FACIL 8,,R  EMA13,"R EMA13  CASA 01 , BAIRRO RES RECANTO DAS EMAS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,198722,5994,CASTRO CARRIJO,,R  ELCHE,"R ELCHE  CASA 01 , BAIRRO S TRÊS MARIAS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,188927,5811,CASTRO DE QUEIROZ III,,R  DO GOLFINHO,"R DO GOLFINHO  CASA-01 , BAIRRO JD ATLÂNTICO",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,1501,1687,CASTRO E MARTINS I,,R  C53,"R C53  CASA01 , BAIRRO S SOL NASCENTE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,107813,7009,CASTRO E SILVA I,,R  CHILE,"R CHILE  CASA 01 , BAIRRO S DAS NAÇÕES",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,153528,6178,CASTRO VIEIRA RESIDENCI,,R  DOS DUENDES,"R DOS DUENDES  CASA 01 , BAIRRO RES SANTA FÉ I",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,393522,12956,CENTRO COMERCIAL CASELI,,AV ANHANGUERA,"AV ANHANGUERA  SALAS E BOXES , BAIRRO S CAMPINAS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,137839,2214,CEREWUTA MADRE RITA 26,,R  MADRE RITA BRETAS,"R MADRE RITA BRETAS  CASA 01 , BAIRRO JD SÃO JOSÉ",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,140019,2135,CEREWUTA PEREIRA BORGES-34,,R  JOSE PEREIRA BORGES,"R JOSE PEREIRA BORGES  CASA 01 , BAIRRO JD SÃO JOSÉ",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,137285,2200,CEREWUTA RPM II,,R  RMP11,"R RMP11  CASA 01 , BAIRRO RES MONTE PASCOAL",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,158210,1866,CERRADO I,,R  FV36,"R FV36  CASA 01 , BAIRRO RES FIDÉLIS",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,9143,2044,CERRADO VERDE I,,R  C45,"R C45  CS 01 , BAIRRO S SUDOESTE",2,2,2,1,1
AUTO_ALIAS_1A1_TOTAIS_IGUAIS,goiania,243701,7381,CESAR AUGUSTO,,R  T39,"R T39  SOBRADO 01 , BAIRRO S BUENO",2,2,2,1,1
