cidade,id_lote,nome,tipo,construtora,fonte_url,validado,validado_em,observacao,metadados,criado_em,atualizado_em
goiania,405683,WISH VACA BRAVA,COMERCIAL,EBM,https://ebm.com.br/go/goiania/wish/vaca-brava/,t,2026-07-23 01:19:56.532+00,"Identidade confirmada pela coincidencia entre endereco, area do terreno (3.975 m2) e 287 apartamentos no lote e no site oficial da EBM.","{""torres"": 2, ""entrega"": ""2025-03"", ""pavimentos"": 25, ""areaTerrenoM2"": 3975, ""enderecoComercial"": ""Ruas T-53, T-30 e T-54, Quadra 100, lotes 1-5, Setor Bueno, Goiania-GO"", ""unidadesResidenciais"": 287}",2026-07-23 01:19:56.533+00,2026-07-23 01:19:56.533+00
