classificacao,cidade,id_lote,codigo_legado,nome_legado,nome_oficial,logradouro_legado,endereco_oficial,unidades_sobrepostas,total_unidades_legado,total_unidades_geo,qtd_lotes,qtd_codigos
REVISAO_CODIGO_MULTILOTE,goiania,165673,1118,ABAETE,,AV PRIMEIRA AVENIDA,"R HERMANTINO FERNANDES  CASA 01 , BAIRRO RES SANTA FÉ",2,42,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,372264,1118,ABAETE,EDIFÍCIO ABAETÉ,AV PRIMEIRA AVENIDA,"AV PRIMEIRA AVENIDA 255 APT102BOX02 , BAIRRO S LESTE VILA NOVA",40,42,40,2,1
REVISAO_CODIGO_MULTILOTE,goiania,287996,1051,ABILENE,,AV PORTUGAL,"R LN2 CASA 01 , BAIRRO RES LICARDINO NEY",2,14,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,350822,1051,ABILENE,EDIFÍCIO ABILENE,AV PORTUGAL,"AV PORTUGAL 180     AP 102 , BAIRRO S OESTE",12,14,12,2,1
REVISAO_CODIGO_MULTILOTE,goiania,61404,1052,ABRAHAO BAQUIT,,AV ASSIS CHATEAUBRIAND,"R FN8 LT 06 CS 01 , BAIRRO JD FONTE NOVA",2,95,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,382918,1052,ABRAHAO BAQUIT,EDIFÍCIO ABRAHÃO BAQUIT,AV ASSIS CHATEAUBRIAND,"AV ASSIS CHATEAUBRIAND  APT 101 , BAIRRO S OESTE",93,95,93,2,1
REVISAO_CODIGO_MULTILOTE,goiania,188766,3959,ABSOLUT BUSINESS STYLE,,AV T4,"R DO GUAJA  CASA 01 , BAIRRO JD ATLÂNTICO",2,235,2,3,1
REVISAO_CODIGO_MULTILOTE,goiania,197419,3959,ABSOLUT BUSINESS STYLE,,AV T4,"R DO CORAL 3       CASA 01 , BAIRRO JD ATLÂNTICO",1,235,4,3,2
REVISAO_CODIGO_MULTILOTE,goiania,238184,3959,ABSOLUT BUSINESS STYLE,ABSOLUT,AV T4,"AV T4 S/N     BOX01.PAV3 SS , BAIRRO S BUENO",232,235,232,3,1
REVISAO_CODIGO_MULTILOTE,goiania,79179,1053,ACACIA,,R  8,"R DONA MARIA TEREZA DE JESUS  CASA 01 , BAIRRO JD REAL",4,28,4,2,1
REVISAO_CODIGO_MULTILOTE,goiania,257106,1053,ACACIA,EDIFÍCIO ACACIA,R  8,"R 8 85      BOX 01 , BAIRRO S OESTE",24,28,24,2,1
REVISAO_CODIGO_MULTILOTE,goiania,208528,605,ACAIACA,,R  10,"R F49  CASA 03 , BAIRRO LOT FAIÇALVILLE",3,41,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,253481,605,ACAIACA,EDIFÍCIO ACAIACA,R  10,"R 10 14 APT202 , BAIRRO S CENTRAL",38,41,38,2,1
REVISAO_CODIGO_MULTILOTE,goiania,264707,1054,ACAPULCO,,R  T47,"AV FREI NAZARENO CONFALONI CASA 01 , BAIRRO LOT GOIÂNIA 2",4,30,4,2,1
REVISAO_CODIGO_MULTILOTE,goiania,301294,1054,ACAPULCO,EDIFÍCIO ACAPULCO,R  T47,"R T47 55      BOX 01 , BAIRRO S OESTE",26,30,26,2,1
REVISAO_CODIGO_MULTILOTE,goiania,254926,890,ACARAI,,R  3,"R FL10 CASA-01 , BAIRRO PRQ DAS FLORES",3,51,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,316699,890,ACARAI,EDIFÍCIO ACARAÍ,R  3,"R 3 231     AP 203 , BAIRRO S OESTE",48,51,48,2,1
REVISAO_CODIGO_MULTILOTE,goiania,194648,848,ACAUA II,,R  27A,"AV ITALIA  CASA 01 , BAIRRO JD EUROPA",3,51,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,396239,848,ACAUA II,RESIDENCIAL ACAUÃ,R  27A,"R 27A 45 AP-204 , BAIRRO S AEROPORTO",48,51,48,2,1
REVISAO_CODIGO_MULTILOTE,goiania,188386,1055,ACONCAGUA,,R  5,"R DO MARISCO SN      CASA 01 , BAIRRO JD ATLÂNTICO",2,20,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,281950,1055,ACONCAGUA,CONDOMÍNIO ACONCÁGUA,R  5,"R 5 S/N     AP-102 , BAIRRO S OESTE",18,20,18,2,1
REVISAO_CODIGO_MULTILOTE,goiania,144192,2780,ADDRESS WEST SIDE,,AV REPUBLICA DO LIBANO,"R C120 186     SOB.01 , BAIRRO BRO JARDIM AMÉRICA",2,164,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,375939,2780,ADDRESS WEST SIDE,GOLDEN TULIP,AV REPUBLICA DO LIBANO,"AV REPUBLICA DO LIBANO  APT.106 , BAIRRO S OESTE",162,164,162,2,1
REVISAO_CODIGO_MULTILOTE,goiania,156283,1068,ADEHILDA,,R  6,"R SB16  CASA 1 , BAIRRO RES SOLAR BOUGAINVILLE",2,10,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,324930,1068,ADEHILDA,ED ADEHILDA,R  6,"R 6 225     AP 301 , BAIRRO S OESTE",8,10,8,2,1
REVISAO_CODIGO_MULTILOTE,goiania,249814,2478,ADEMAR,,R  3,"R ARAGUAPAZ LOJA 01 , BAIRRO LOT ALPHAVILLE FLAMBOYANT",48,60,48,2,1
REVISAO_CODIGO_MULTILOTE,goiania,313580,2478,ADEMAR,,R  3,"R 3 222     AP 101 , BAIRRO S OESTE",12,60,12,2,1
REVISAO_CODIGO_MULTILOTE,goiania,132020,1067,ADRIANA,RESIDENCIAL VILLAGE DO SOL II,R  3,"R OLIVEIRA CANDIDO  CASA 01 , BAIRRO CH BURITIS",23,47,23,2,1
REVISAO_CODIGO_MULTILOTE,goiania,265518,1067,ADRIANA,EDIFÍCIO ADRIANA,R  3,"R 3 470     AP 101 , BAIRRO S OESTE",24,47,24,2,1
REVISAO_CODIGO_MULTILOTE,goiania,173588,3908,ADVANCED RESIDENCE,,R  T27,"R RI11  CASA01 , BAIRRO RES ITAIPÚ",2,92,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,241411,3908,ADVANCED RESIDENCE,ADVANCED RESIDENCE,R  T27,"R T27 40      APT101 , BAIRRO S BUENO",90,92,90,2,1
REVISAO_CODIGO_MULTILOTE,goiania,158443,4209,AGENCIA BANCARIA,,AV ANHANGUERA,"R FV18  CASA 01 , BAIRRO RES SANTA FÉ",2,5,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,389947,4209,AGENCIA BANCARIA,,AV ANHANGUERA,"AV ANHANGUERA SALAO-CEF , BAIRRO S CENTRAL",3,5,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,8120,606,AGUAS CLARAS,CONDOMÍNIO RESIDENCIAL ÁGUAS CLARAS,AV CONSOLACAO,"AV CONSOLACAO 1654    AP 101A1 , BAIRRO VL MOOCA",432,454,432,2,1
REVISAO_CODIGO_MULTILOTE,goiania,340965,606,AGUAS CLARAS,RESIDENCIAL LENNON RODRIGUES,AV CONSOLACAO,"DV KRUUP CASA01 , BAIRRO JD NOVO MUNDO",22,454,22,2,1
REVISAO_CODIGO_MULTILOTE,goiania,181216,935,AGUAS DE PRATA,RESIDENCIAL FLORES DE GOIÁS,R  T36,"R RO1  CASA 117 , BAIRRO GLEBA",313,323,313,2,1
REVISAO_CODIGO_MULTILOTE,goiania,237568,935,AGUAS DE PRATA,RESIDENCIAL ÁGUAS DE PRATA,R  T36,"R T36 3273    AP 900 , BAIRRO S BUENO",10,323,10,2,1
REVISAO_CODIGO_MULTILOTE,goiania,361648,257,AIMORES,CONDOMÍNIO ITAPEMIRIM,R  7,"R 22 155     SOB03 , BAIRRO S OESTE",16,38,16,2,1
REVISAO_CODIGO_MULTILOTE,goiania,389946,257,AIMORES,RESIDENCIAL AIMORES,R  7,"R 7 922     AP 102 , BAIRRO S OESTE",22,38,22,2,1
REVISAO_CODIGO_MULTILOTE,goiania,178529,4460,ALA A WALL ESTREET,,AV 136,"R G2  CASA01 , BAIRRO S GRAJAÚ",2,119,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,253646,4460,ALA A WALL ESTREET,NEW YORK SQUARE,AV 136,"AV 136 N/S     LOJA01 TERREO , BAIRRO S SUL",117,119,269,2,3
REVISAO_CODIGO_MULTILOTE,goiania,125735,4461,ALA B -TIMES SQUARE,,AV 136,"R SM1  CASA01 , BAIRRO RES SÃO MARCOS",2,142,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,253646,4461,ALA B -TIMES SQUARE,NEW YORK SQUARE,AV 136,"AV 136 N/S     LOJA01 TERREO , BAIRRO S SUL",140,142,269,2,3
REVISAO_CODIGO_MULTILOTE,goiania,369697,1066,ALAMO,CONDOMÍNIO RESIDENCIAL VALE VERDE II,R  9,"R COLONIA S/N CASA 01 , BAIRRO JD NOVO MUNDO",28,35,28,2,1
REVISAO_CODIGO_MULTILOTE,goiania,390010,1066,ALAMO,EDIFÍCIO ÁLAMO,R  9,"R 9 941     AP 200 , BAIRRO S OESTE",7,35,7,2,1
REVISAO_CODIGO_MULTILOTE,goiania,28914,4356,ALA TOUR DE LA VIE,,AL DAS ROSAS,"R SIRIOS LT 67 CASA 01 , BAIRRO S MORADA DO SOL",2,24,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,345156,4356,ALA TOUR DE LA VIE,LA VIE EN ROSE RESIDENCE,AL DAS ROSAS,"AL DAS ROSAS 501     1ANDAR , BAIRRO S OESTE",22,24,181,2,4
REVISAO_CODIGO_MULTILOTE,goiania,28932,4357,ALA TOUR DE PIAF,,AL DAS ROSAS,"R SIRIOS LT 68 CASA 01 , BAIRRO S MORADA DO SOL",2,13,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,345156,4357,ALA TOUR DE PIAF,LA VIE EN ROSE RESIDENCE,AL DAS ROSAS,"AL DAS ROSAS 501     1ANDAR , BAIRRO S OESTE",11,13,181,2,4
REVISAO_CODIGO_MULTILOTE,goiania,28150,4355,ALA TOUR DE ROSES,,AL DAS ROSAS,"R MS3 LT 59 CASA 01 , BAIRRO S MORADA DO SOL",2,24,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,345156,4355,ALA TOUR DE ROSES,LA VIE EN ROSE RESIDENCE,AL DAS ROSAS,"AL DAS ROSAS 501     1ANDAR , BAIRRO S OESTE",22,24,181,2,4
REVISAO_CODIGO_MULTILOTE,goiania,198360,570,ALBATROZ,,R  5,"CASA01 , BAIRRO RES FLAMINGO",2,56,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,390258,570,ALBATROZ,EDIFÍCIO ALBATROZ,R  5,"R 5 111 AP_101 , BAIRRO S CENTRAL",54,56,54,2,1
REVISAO_CODIGO_MULTILOTE,goiania,225592,2908,ALBERNAZ,,R  20,"R MDV11  CASA 01 , BAIRRO LOT MOINHO DOS VENTOS",3,48,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,348299,2908,ALBERNAZ,EDIFÍCIO ALBERNAZ,R  20,"R 20 382 AP. 102 , BAIRRO S CENTRAL",45,48,45,2,1
REVISAO_CODIGO_MULTILOTE,goiania,191926,608,ALBERTO FINOTTI,,AV GOIAS,"R BELINI S/N     C 1 , BAIRRO JD EUROPA",2,24,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,276984,608,ALBERTO FINOTTI,,AV GOIAS,"1280 SALA-05 , BAIRRO S CENTRAL",22,24,23,2,1
REVISAO_CODIGO_MULTILOTE,goiania,175005,2952,ALBERTO MIGUEL,,R  83,"R W10  CASA 01 , BAIRRO JD ITAIPÚ",3,11,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,379482,2952,ALBERTO MIGUEL,,R  83,"R 83 190     LOJA 03 , BAIRRO S SUL",8,11,8,2,1
REVISAO_CODIGO_MULTILOTE,goiania,193341,1056,ALCINDO DAYRELL,,AV R11,"R GALILEU S/N     C 01 , BAIRRO JD EUROPA",6,16,6,2,1
REVISAO_CODIGO_MULTILOTE,goiania,277302,1056,ALCINDO DAYRELL,EDIFÍCIO ALCINDO DAYRELL,AV R11,"AV PERIMETRAL 1245    APT101 , BAIRRO S OESTE",10,16,10,2,1
REVISAO_CODIGO_MULTILOTE,goiania,238971,2345,ALCOBACA,EDIFÍCIO ALCOBAÇA,R  S3,"R S3 239     AP-201 , BAIRRO S BELA VISTA",10,12,10,2,1
REVISAO_CODIGO_MULTILOTE,goiania,395454,2345,ALCOBACA,,R  S3,"R AB8 CASA01 , BAIRRO RES ALICE BARBOSA",2,12,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,160608,1057,AL. DAS ROSAS,,R  R13,"R FV22  CASA 01 , BAIRRO RES FIDÉLIS",2,50,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,375923,1057,AL. DAS ROSAS,CONDOMÍNIO ALAMEDA DAS ROSAS,R  R13,"R R13 1267    AP 101 D , BAIRRO S OESTE",48,50,48,2,1
REVISAO_CODIGO_MULTILOTE,goiania,140731,2498,ALDEBARAM,,R  15,"R IRMA LAURA CHAER  CASA 02 , BAIRRO JD SÃO JOSÉ",2,18,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,361352,2498,ALDEBARAM,EDIFÍCIO ALDEBARAN,R  15,"R 15 120     AP.400 , BAIRRO S OESTE",16,18,16,2,1
REVISAO_CODIGO_MULTILOTE,goiania,174455,3970,ALDEIA BUENO,,R  T36,"R RI16  CASA 01 , BAIRRO RES ITAIPÚ",2,189,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,239624,3970,ALDEIA BUENO,EDIFÍCIO ALDEIA BUENO,R  T36,"R T36  AP201 , BAIRRO S BUENO",187,189,187,2,1
REVISAO_CODIGO_MULTILOTE,goiania,143539,224,ALDEIA MARIA,,R  4,"R ELO22  , BAIRRO PRQ ELDORADO OESTE",2,18,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,349188,224,ALDEIA MARIA,ALDEIA MARIA,R  4,"R 4 520     APT 101 , BAIRRO S OESTE",16,18,16,2,1
REVISAO_CODIGO_MULTILOTE,goiania,138222,239,ALEXANDER,,R  7,"R ELO21  , BAIRRO PRQ ELDORADO OESTE",2,46,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,327034,239,ALEXANDER,EDIFÍCIO ALEXANDER,R  7,"R 7 380     AP 1502 , BAIRRO S OESTE",44,46,44,2,1
REVISAO_CODIGO_MULTILOTE,goiania,217834,1114,ALEXANDRE DUMAS,,AV PRIMEIRA AVENIDA,"AV CENTER  CASA 01 , BAIRRO RES CENTER VILLE",2,14,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,332106,1114,ALEXANDRE DUMAS,EDIFÍCIO ALEXANDRE DUMAS,AV PRIMEIRA AVENIDA,"AV PRIMEIRA AVENIDA 586 APT-302 , BAIRRO S LESTE UNIVERSITÁRIO",12,14,12,2,1
REVISAO_CODIGO_MULTILOTE,goiania,138482,240,ALFREDO MARIA,,AV T9,"R ELO21  , BAIRRO PRQ ELDORADO OESTE",2,23,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,240932,240,ALFREDO MARIA,EDIFÍCIO ALFREDO MARIA,AV T9,"AV T9 1404    AP 402 , BAIRRO S BUENO",21,23,21,2,1
REVISAO_CODIGO_MULTILOTE,goiania,295624,2622,ALHAMBRA,RESIDENCIAL ALHAMBRA,R  JOAO DE ABREU,"R JOAO DE ABREU 320     ALHAMBRA 1100 , BAIRRO S OESTE",16,288,16,2,1
REVISAO_CODIGO_MULTILOTE,goiania,400719,2622,ALHAMBRA,CONDOMINIO PARQUE AROEIRA,R  JOAO DE ABREU,"AV GB27 CASA 01 , BAIRRO GLEBA",256,288,256,2,1
REVISAO_CODIGO_MULTILOTE,goiania,153380,2231,ALINE,,AV T5,"R GOMES DE SANTANA RAMOS  CASA 01 , BAIRRO RES SANTA FÉ",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,238712,2231,ALINE,EDIFÍCIO ALINE,AV T5,"AV T5 740     AP-202 , BAIRRO S BUENO",20,22,20,2,1
REVISAO_CODIGO_MULTILOTE,goiania,59543,3663,AL MARE BL LUNA MARINA,,R  54,"R FN28 LT 21 CS 01 , BAIRRO JD FONTE NOVA I",2,58,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,282021,3663,AL MARE BL LUNA MARINA,RESIDENCIAL AL MARE,R  54,"R 54 AP1401B84/84A , BAIRRO JD GOIÁS",56,58,108,2,2
REVISAO_CODIGO_MULTILOTE,goiania,135628,2845,ALPHAVILLE,,AV 136,"AV INES PEREIRA DE MARIA  CASA 01 , BAIRRO JD SÃO JOSÉ",2,9,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,240469,2845,ALPHAVILLE,EDIFÍCIO ALPHAVILLE,AV 136,"AV 136  APT.200 , BAIRRO S MARISTA",7,9,7,2,1
REVISAO_CODIGO_MULTILOTE,goiania,239528,4014,ALTA VISTA RESIDENCIAL,RESIDENCIAL ALTAVISTA,R  T65,"R S3 306     APT101 , BAIRRO S BELA VISTA",183,185,183,2,1
REVISAO_CODIGO_MULTILOTE,goiania,371107,4014,ALTA VISTA RESIDENCIAL,,R  T65,"R 9 CASA 02 , BAIRRO RES PAULO ESTRELA",2,185,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,39753,3725,ALTO AMAZONAS T.MANAUS,,AV DONA MARIA CARDOSO,"R SC43 LT 05 CS 01 , BAIRRO JD COLORADO I",2,46,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,235188,3725,ALTO AMAZONAS T.MANAUS,RESIDENCIAL ALTO AMAZONAS,AV DONA MARIA CARDOSO,"R SALVADOR  APT604 TORRE B , BAIRRO PRQ AMAZÔNIA",44,46,215,2,3
REVISAO_CODIGO_MULTILOTE,goiania,200261,3729,ALTO AMAZONAS T.PARENTINS,,AV DONA MARIA CARDOSO,"R PRESIDENTE EPITACIO PESSOA  CASA 01 , BAIRRO JD PRESIDENTE - EXTENSÃO",2,46,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,235188,3729,ALTO AMAZONAS T.PARENTINS,RESIDENCIAL ALTO AMAZONAS,AV DONA MARIA CARDOSO,"R SALVADOR  APT604 TORRE B , BAIRRO PRQ AMAZÔNIA",44,46,215,2,3
REVISAO_CODIGO_MULTILOTE,goiania,247324,4911,ALTO RESIDENCIAL,,AV DR ISMERINO SOARES DE CARVALHO,"AV SAMAMBAIA S/N CASA 03 , BAIRRO RES ANTONIO CARLOS PIRES",3,9,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,255606,4911,ALTO RESIDENCIAL,EDIFÍCIO CASA ALTA,AV DR ISMERINO SOARES DE CARVALHO,"AV DR ISMERINO SOARES DE CARVALHO APTO 100 , BAIRRO S AEROPORTO",6,9,6,2,1
REVISAO_CODIGO_MULTILOTE,goiania,124884,953,AMADEUS,,R  T38,"AV JACARANDA  CASA01 , BAIRRO BRO JARDIM BOTÂNICO",4,24,4,2,1
REVISAO_CODIGO_MULTILOTE,goiania,238689,953,AMADEUS,CONDOMÍNIO EDIFÍCIO AMADEUS,R  T38,"R T38 898     AP 902 , BAIRRO S BUENO",20,24,20,2,1
REVISAO_CODIGO_MULTILOTE,goiania,17110,5115,AMARAL-02-03/14,,R  11,"R 11 CASA 01 , BAIRRO S ESTRELA DALVA",2,214,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,221216,5115,AMARAL-02-03/14,PARQUE GRAN MILANO,R  11,"R MDV1  AP101-BL 01 , BAIRRO LOT MOINHO DOS VENTOS",212,214,212,2,1
REVISAO_CODIGO_MULTILOTE,goiania,231045,1060,AMAZONIA,RESIDENCIAL GREEN VALLEY,R  7,"AL IMBE  CASA48 , BAIRRO PRQ AMAZÔNIA",49,75,49,2,1
REVISAO_CODIGO_MULTILOTE,goiania,256123,1060,AMAZONIA,EDIFÍCIO AMAZONIA,R  7,"R 7 201     AP 101 , BAIRRO S OESTE",26,75,26,2,1
REVISAO_CODIGO_MULTILOTE,goiania,159897,5151,AME INFINITY HOME,,R  13,"R SR15  CASA B , BAIRRO PRQ SANTA RITA",2,74,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,241756,5151,AME INFINITY HOME,AME INFINITY HOME,R  13,"R 30  AP-401 , BAIRRO S MARISTA",72,74,72,2,1
REVISAO_CODIGO_MULTILOTE,goiania,206041,611,AMISTERDAM,,AV TOCANTINS,"AV PRESIDENTE DUTRA S/N     CASA 01 , BAIRRO JD PRESIDENTE",14,32,14,2,1
REVISAO_CODIGO_MULTILOTE,goiania,303824,611,AMISTERDAM,EDIFÍCIO HOLANDA/ EDIFÍCIO AMSTERDAM,AV TOCANTINS,"AV TOCANTINS 1171 AP 201 , BAIRRO S AEROPORTO",18,32,18,2,1
REVISAO_CODIGO_MULTILOTE,goiania,134002,185,ANABELA,,AV PRIMEIRA AVENIDA,"R ELO19  , BAIRRO PRQ ELDORADO OESTE",2,17,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,293642,185,ANABELA,EDIFÍCIO ANABELA,AV PRIMEIRA AVENIDA,"AV PRIMEIRA AVENIDA 1990 BOX1 , BAIRRO S LESTE UNIVERSITÁRIO",15,17,16,2,1
REVISAO_CODIGO_MULTILOTE,goiania,139589,2308,ANA CAPRI,,AV PRIMEIRA AVENIDA,"R DOM CELSO PEREIRA DE ALMEIDA  CASA01 , BAIRRO JD SÃO JOSÉ",2,34,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,387263,2308,ANA CAPRI,EDIFÍCIO ANACAPRI,AV PRIMEIRA AVENIDA,"AV PRIMEIRA AVENIDA 233 AP 103 , BAIRRO S LESTE VILA NOVA",32,34,32,2,1
REVISAO_CODIGO_MULTILOTE,goiania,181636,2992,ANACAPRI,,R  T47,"R I-4  CASA01 , BAIRRO JD IPANEMA",2,28,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,357669,2992,ANACAPRI,EDIFÍCIO ANA CAPRI,R  T47,"R T47  APT.201 , BAIRRO S OESTE",26,28,26,2,1
REVISAO_CODIGO_MULTILOTE,goiania,343266,1039,ANA CRISTINA,,R  5,"AV MANGALO CASA 01 , BAIRRO RES RECANTO DO BOSQUE",5,52,5,2,1
REVISAO_CODIGO_MULTILOTE,goiania,359872,1039,ANA CRISTINA,,R  5,"R 5 568     AP901+ESC. , BAIRRO S OESTE",47,52,48,2,1
REVISAO_CODIGO_MULTILOTE,goiania,237738,3083,ANA ELVIRA,RESIDENCIAL ANA ELVIRA,R  S7,"R S7  APT.104 , BAIRRO S BELA VISTA",67,69,67,2,1
REVISAO_CODIGO_MULTILOTE,goiania,316197,3083,ANA ELVIRA,,R  S7,"R AB12 CASA 02 , BAIRRO RES ALICE BARBOSA",2,69,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,215261,612,ANA MARIA,,R  72,"AV HANN0VER  CASA02 , BAIRRO JD EUROPA",2,26,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,382931,612,ANA MARIA,EDIFÍCIO ANA MARIA,R  72,"R 72 632 LOJA 02 , BAIRRO S CENTRAL",24,26,24,2,1
REVISAO_CODIGO_MULTILOTE,goiania,352916,613,ANA PAULA,,AL DOS BURITIS,"R DO COMERCIO CASA02 , BAIRRO JD BELA VISTA",2,82,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,376053,613,ANA PAULA,EDIFÍCIO ANA PAULA,AL DOS BURITIS,"AL DOS BURITIS 520 BOX-01 , BAIRRO S CENTRAL",80,82,80,2,1
REVISAO_CODIGO_MULTILOTE,goiania,146009,1069,ANA TEREZA,,R  9,"AV C106  CASA-01 , BAIRRO BRO JARDIM AMÉRICA",2,16,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,386281,1069,ANA TEREZA,EDIFÍCIO ANA TEREZA,R  9,"R 9 145     AP 22 , BAIRRO S OESTE",14,16,14,2,1
REVISAO_CODIGO_MULTILOTE,goiania,108929,1063,ANDORRA,RESIDENCIAL. JC.  HORIZONTE,R  T37,"R JC320 CASA 07 , BAIRRO RES JARDINS DO CERRADO 7",60,72,60,2,1
REVISAO_CODIGO_MULTILOTE,goiania,238547,1063,ANDORRA,EDIFÍCIO ANDORRA,R  T37,"R T37 S/N     APT 101 , BAIRRO S BUENO",12,72,12,2,1
REVISAO_CODIGO_MULTILOTE,goiania,108937,1062,ANDREIA,REDIDENCIAL JC PLENITUDE,AV CASTELO BRANCO,"R JC319 CASA 01 , BAIRRO RES JARDINS DO CERRADO 7",25,37,33,2,2
REVISAO_CODIGO_MULTILOTE,goiania,243335,1062,ANDREIA,EDIFICIO ANDREA,AV CASTELO BRANCO,"AV CASTELO BRANCO 331     AP 502 , BAIRRO S BUENO",12,37,12,2,1
REVISAO_CODIGO_MULTILOTE,goiania,126650,615,ANDRIELLE,,AV ARAGUAIA,"R ABADIO EGIDIO DA SILVA  CASA 01 , BAIRRO JD MARQUES DE ABREU",2,34,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,368548,615,ANDRIELLE,EDIFÍCIO ANDRIELI,AV ARAGUAIA,"AV ARAGUAIA 340 LOJA 01 , BAIRRO S CENTRAL",32,34,32,2,1
REVISAO_CODIGO_MULTILOTE,goiania,128174,616,ANGELINA,,R  24,"R ARIETE DEFFERRARI  CASA 01 , BAIRRO JD MARQUES DE ABREU",2,34,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,360690,616,ANGELINA,EDIFÍCIO ANGELINA,R  24,"R 24 329 APTO 03 , BAIRRO S CENTRAL",32,34,32,2,1
REVISAO_CODIGO_MULTILOTE,goiania,133074,126,ANGRA DOS REIS,,R  88,"R ELO24  CASA 01 , BAIRRO PRQ ELDORADO OESTE",2,18,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,396335,126,ANGRA DOS REIS,EDIFÍCIO ANGRA DOS REIS,R  88,"R 88 844     AP 102 , BAIRRO S SUL",16,18,16,2,1
REVISAO_CODIGO_MULTILOTE,goiania,8994,1070,ANHEMBI,CONDOMÍNIO EDIFÍCIO ANHEMBI,AV PEDRO LUDOVICO,"AV PEDRO LUDOVICO 505     AP102BLF , BAIRRO S SUDOESTE",162,180,162,2,1
REVISAO_CODIGO_MULTILOTE,goiania,81488,1070,ANHEMBI,RESIDENCIAL PRIVE DOS SONHOS,AV PEDRO LUDOVICO,"R SILVERIO FERNANDES DO NASCIMEN  SOB 01 , BAIRRO RES PILAR DOS SONHOS",18,180,18,2,1
REVISAO_CODIGO_MULTILOTE,goiania,90476,5000,ANHEMBI-ELDORADO PARQUE,CONDOMÍNIO ANHEMBI,R  DOS JUNQUILHOS,"R DOS JUNQUILHOS S/N     APT101 ED1 , BAIRRO PRQ OESTE INDUSTRIAL",197,199,197,2,1
REVISAO_CODIGO_MULTILOTE,goiania,128606,5000,ANHEMBI-ELDORADO PARQUE,,R  DOS JUNQUILHOS,"R CP 49  C-1 , BAIRRO LOT CAROLINA PARQUE - COMPLEMENTO",2,199,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,182233,2400,ANTARES,,AV PORTUGAL,"R PRESIDENTE TYLER  CASA01 , BAIRRO JD PRESIDENTE",4,28,4,2,1
REVISAO_CODIGO_MULTILOTE,goiania,368300,2400,ANTARES,EDIFÍCIO ANTARES,AV PORTUGAL,"AV PORTUGAL 138     AP-102 , BAIRRO S OESTE",24,28,24,2,1
REVISAO_CODIGO_MULTILOTE,goiania,247255,619,ANTESIMA,EDIFÍCIO ANTEZINA,R  17A,"R 17A 1016 AP 102 , BAIRRO S AEROPORTO",9,17,9,2,1
REVISAO_CODIGO_MULTILOTE,goiania,361045,619,ANTESIMA,RESIDENCIAL VAZ VILLE,R  17A,"R CRUZEIRO DO SUL CASA 01 , BAIRRO JD BELA VISTA",8,17,8,2,1
