classificacao,cidade,id_lote,codigo_legado,nome_legado,nome_oficial,logradouro_legado,endereco_oficial,unidades_sobrepostas,total_unidades_legado,total_unidades_geo,qtd_lotes,qtd_codigos
REVISAO_CODIGO_MULTILOTE,goiania,141095,4277,BLOCO 13-ANGELINA/COND01,,R  402,"R IRMA LAURA CHAER  CASA02 , BAIRRO JD SÃO JOSÉ",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4277,BLOCO 13-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,37078,4303,BLOCO 14-CAMILA/COND01,,R  402,"R SC19 LT 29 . , BAIRRO JD COLORADO",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4303,BLOCO 14-CAMILA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,156255,4278,BLOCO 15-ANGELINA/COND01,,R  402,"AV ANTONIO CRISPIM  C-1 , BAIRRO RES SANTA FÉ I",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4278,BLOCO 15-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,165337,4279,BLOCO 16-CAMILA/COND01,,R  402,"AV GYN23  C-1 , BAIRRO RES SANTA FÉ I",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4279,BLOCO 16-CAMILA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,395704,4280,BLOCO 17-ANGELINA/COND01,,R  402,"R LILIANE BARBOSA CASA 01 , BAIRRO RES ALICE BARBOSA",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4280,BLOCO 17-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,34776,4281,BLOCO 18-ANGELINA/COND01,,R  402,"R SC43 LT 19 CS 01 , BAIRRO JD COLORADO I",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4281,BLOCO 18-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,169149,4282,BLOCO 19-CAMILA/COND01,,R  402,"R RI10  CASA 01 , BAIRRO RES ITAIPÚ",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4282,BLOCO 19-CAMILA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,350861,4256,BLOCO 1-CAMILA/COND01,,R  402,"AV DR JAHYR ABRAO ESTRELA CASA 01 , BAIRRO RES PAULO ESTRELA",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4256,BLOCO 1-CAMILA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,373846,4283,BLOCO 20-ANGELINA/COND01,,R  402,"R OM21 CASA 01 , BAIRRO RES ORLANDO DE MORAIS",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4283,BLOCO 20-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,117589,4284,BLOCO 21-CAMILA/COND01,,R  402,"R TRINDADE  CASA 05 , BAIRRO PRQ INDUSTRIAL JOÃO BRAZ",5,25,5,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4284,BLOCO 21-CAMILA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,25,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,232395,4285,BLOCO 22-CAMILA/COND01,,R  402,"SOBRADO 01 , BAIRRO BRO NOVA SUIÇA",4,24,4,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4285,BLOCO 22-CAMILA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,24,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,25535,4287,BLOCO 24-CAMILA/COND01,,R  402,"R VI LT 33 CS 01 , BAIRRO S MORADA DO SOL",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4287,BLOCO 24-CAMILA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,160537,4288,BLOCO 25-ANGELINA/COND01,,R  402,"AV ELI ALVES FORTES  CASA 02 , BAIRRO RES SANTA FÉ I",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4288,BLOCO 25-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,169210,4289,BLOCO 26-ANGELINA/COND01,,R  402,"R W15  CASA 01 , BAIRRO JD ITAIPÚ",3,23,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4289,BLOCO 26-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,23,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,165608,4290,BLOCO 27-ANGELINA/COND01,,R  402,"R BOA VISTA  CASA 01 , BAIRRO RES SANTA FÉ I",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4290,BLOCO 27-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,28683,4302,BLOCO 28-ANGELINA/COND01,,R  402,"R 19A CASA 01 , BAIRRO S ESTRELA DALVA",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4302,BLOCO 28-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,304788,4291,BLOCO 29-CAMILA/COND01,,R  402,"R 9 CASA01 , BAIRRO RES PAULO ESTRELA",3,23,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4291,BLOCO 29-CAMILA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,23,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,165611,4257,BLOCO 2-CAMILA/COND01,,R  402,"R LIBERDADE  CASA 01 , BAIRRO RES SANTA FÉ I",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4257,BLOCO 2-CAMILA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,140015,4258,BLOCO 3-ANGELINA/COND01,,R  402,"R MONS MOACIR BERNARDINO  CASA 02 , BAIRRO JD SÃO JOSÉ",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4258,BLOCO 3-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,349742,4268,BLOCO 4-ANGELINA/COND01,,R  402,"R 1051 UNIDADE 105 CASA 01 , BAIRRO PRQ ATHENEU",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4268,BLOCO 4-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,15764,4269,BLOCO 5-ANGELINA/COND01,,R  402,"R CLAUDIO HENRIQUE CASA 01 , BAIRRO S ESTRELA DALVA",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4269,BLOCO 5-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,61566,4270,BLOCO 6-ANGELINA/COND01,,R  402,"R FN14 LT 07 CS 01 , BAIRRO JD FONTE NOVA",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4270,BLOCO 6-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,132899,4271,BLOCO 7-ANGELINA/COND01,,R  402,"R RMP1  CASA 01 , BAIRRO RES MONTE PASCOAL",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4271,BLOCO 7-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,382439,4272,BLOCO 8-ANGELINA/COND01,,R  402,"R AB16 CASA 01 , BAIRRO RES ALICE BARBOSA",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4272,BLOCO 8-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,264427,4273,BLOCO 9-ANGELINA/COND01,,R  402,"R J17 CASA 01 , BAIRRO S JAÓ",2,22,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,401085,4273,BLOCO 9-ANGELINA/COND01,CONDOMÍNIO RECANTO PRAÇAS RESIDENCIAIS,R  402,"R D CASA01 , BAIRRO S NEGRÃO DE LIMA",20,22,956,2,42
REVISAO_CODIGO_MULTILOTE,goiania,165012,4671,B.L.OLYMPUS.BOX SS01,,AV T13,"R DA MISERICORDIA  CASA 01 , BAIRRO RES SANTA FÉ I",2,159,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,237464,4671,B.L.OLYMPUS.BOX SS01,BORGES LANDEIRO OLYMPUS,AV T13,"AV T13 S/N     APT101 , BAIRRO S BUENO",157,159,1743,2,15
REVISAO_CODIGO_MULTILOTE,goiania,6584,4670,B.L.OLYMPUS.BOX SS02,,AV T13,"R DOS MISSIONARIOS LT S/N CASA 05 , BAIRRO BRO RODOVIÁRIO",4,167,5,2,1
REVISAO_CODIGO_MULTILOTE,goiania,237464,4670,B.L.OLYMPUS.BOX SS02,BORGES LANDEIRO OLYMPUS,AV T13,"AV T13 S/N     APT101 , BAIRRO S BUENO",163,167,1743,2,15
REVISAO_CODIGO_MULTILOTE,goiania,237464,4662,B.L.OLYMPUS.BOX SS03,BORGES LANDEIRO OLYMPUS,AV T13,"AV T13 S/N     APT101 , BAIRRO S BUENO",27,29,1743,2,15
REVISAO_CODIGO_MULTILOTE,goiania,276350,4662,B.L.OLYMPUS.BOX SS03,,AV T13,"R AB13 CASA 01 , BAIRRO RES ALICE BARBOSA",2,29,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,158594,4674,B.L. SANTORINI BOX SS02,,AV T13,"R JOAO ALVES FORTES  CASA 01 , BAIRRO RES FORTEVILLE",2,100,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,237464,4674,B.L. SANTORINI BOX SS02,BORGES LANDEIRO OLYMPUS,AV T13,"AV T13 S/N     APT101 , BAIRRO S BUENO",98,100,1743,2,15
REVISAO_CODIGO_MULTILOTE,goiania,157866,4673,B.L.SANTORINI BOX SS03,,AV T13,"R FV25  CASA 01 , BAIRRO RES FORTE VILLE - EXTENSÃO",2,100,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,237464,4673,B.L.SANTORINI BOX SS03,BORGES LANDEIRO OLYMPUS,AV T13,"AV T13 S/N     APT101 , BAIRRO S BUENO",98,100,1743,2,15
REVISAO_CODIGO_MULTILOTE,goiania,142375,4672,B.L.SANTORINI.BOX SS04,,AV T13,"AV INES PEREIRA DE MARIA  CASA 01 , BAIRRO JD SÃO JOSÉ",2,14,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,237464,4672,B.L.SANTORINI.BOX SS04,BORGES LANDEIRO OLYMPUS,AV T13,"AV T13 S/N     APT101 , BAIRRO S BUENO",12,14,1743,2,15
REVISAO_CODIGO_MULTILOTE,goiania,59756,4675,B.L SANTORINI.COMERCIAL.1PAV,,AV T13,"R RP7 LT 24 CS 01 , BAIRRO RES RECREIO PANORAMA",3,7,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,237464,4675,B.L SANTORINI.COMERCIAL.1PAV,BORGES LANDEIRO OLYMPUS,AV T13,"AV T13 S/N     APT101 , BAIRRO S BUENO",4,7,1743,2,15
REVISAO_CODIGO_MULTILOTE,goiania,54369,4714,BL-TROPICALE MARESIA-ED.ILHA BELA,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",160,163,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,124345,4714,BL-TROPICALE MARESIA-ED.ILHA BELA,,AV PERIMETRAL NORTE,"R SM25  CASA 01 , BAIRRO RES SÃO MARCOS",3,163,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4711,BL-TROPICALE-R.BRISA BOXS,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",482,484,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,174907,4711,BL-TROPICALE-R.BRISA BOXS,,AV PERIMETRAL NORTE,"R 18  CASA 01 , BAIRRO CON DAS ESMERALDAS",2,484,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4708,BL-TROPICALE-R.BRISA-ED.IPANEMA,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",160,162,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,161405,4708,BL-TROPICALE-R.BRISA-ED.IPANEMA,,AV PERIMETRAL NORTE,"R JAV13  CASA 01 , BAIRRO JD ALPHAVILLE",2,162,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4709,BL-TROPICALE-R.BRISA-ED.ITAPARICA,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",160,162,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,88826,4709,BL-TROPICALE-R.BRISA-ED.ITAPARICA,,AV PERIMETRAL NORTE,"AV JOAO CARVALHO DE REZENDE  CASA 01 , BAIRRO LOT TROPICAL VILLE",2,162,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4710,BL-TROPICALE-R.BRISA-ED.LEBLON,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",160,162,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,155642,4710,BL-TROPICALE-R.BRISA-ED.LEBLON,,AV PERIMETRAL NORTE,"R DA VITORIA  CASA 02 , BAIRRO RES SANTA FÉ I",2,162,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4705,BL-TROPICALE-R.DUNAS-ED.ARPOADOR,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",160,162,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,95033,4705,BL-TROPICALE-R.DUNAS-ED.ARPOADOR,,AV PERIMETRAL NORTE,"R 3  UNIDADE 01 , BAIRRO RES CIDADE VERDE",2,162,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4647,B.L.TROPICALE-R.DUNAS-ED.GENIPABU,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",160,163,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,319490,4647,B.L.TROPICALE-R.DUNAS-ED.GENIPABU,,AV PERIMETRAL NORTE,"R DO BOSQUE CASA01 , BAIRRO RES RECANTO DO BOSQUE",3,163,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4706,BL-TROPICALE-R.DUNAS-ED.ITAPUA,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",160,162,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,153291,4706,BL-TROPICALE-R.DUNAS-ED.ITAPUA,,AV PERIMETRAL NORTE,"R SB11  CASA02 , BAIRRO RES SOLAR BOUGAINVILLE",2,162,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4707,BL-TROPICALE-RES.DUNAS - BOX,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",483,485,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,167523,4707,BL-TROPICALE-RES.DUNAS - BOX,,AV PERIMETRAL NORTE,"R W10  CASA 01 , BAIRRO JD ITAIPÚ",2,485,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4712,BL-TROPICALE-R.MARESIA-ED GUARUJA,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",160,162,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,371740,4712,BL-TROPICALE-R.MARESIA-ED GUARUJA,,AV PERIMETRAL NORTE,"R ACP27 CASA 01 , BAIRRO RES ANTONIO CARLOS PIRES",2,162,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4719,BL-TROPICALE-R.SALINAS BOXS,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",480,482,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,299341,4719,BL-TROPICALE-R.SALINAS BOXS,,AV PERIMETRAL NORTE,"R BM1 CASA 01 , BAIRRO RES BRISAS DA MATA",2,482,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4717,BL-TROPICALE-R.SALINAS-ED.GRUMARI,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",160,162,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,319922,4717,BL-TROPICALE-R.SALINAS-ED.GRUMARI,,AV PERIMETRAL NORTE,"R 1 CASA 01 , BAIRRO RES PAULO ESTRELA",2,162,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,54369,4716,BL-TROPICALE-R.SALINAS-ED.MARAGOGI,RESIDENCIAL SALINAS BORGES LANDEIRO TROPLICALE,AV PERIMETRAL NORTE,"AV PERIMETRAL NORTE APT101.T01 , BAIRRO JD NOVA ESPERANÇA",160,162,3918,2,17
REVISAO_CODIGO_MULTILOTE,goiania,346116,4716,BL-TROPICALE-R.SALINAS-ED.MARAGOGI,,AV PERIMETRAL NORTE,"R AB14 CASA 01 , BAIRRO RES ALICE BARBOSA",2,162,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,241154,5241,BLUE HOME RESORT,BLUE HOME RESORT,AV T3,"AV T3  AP 101 -SEA , BAIRRO S BUENO",231,233,231,2,1
REVISAO_CODIGO_MULTILOTE,goiania,327625,5241,BLUE HOME RESORT,,AV T3,"R ACP02 CASA 02 , BAIRRO RES ANTONIO CARLOS PIRES",2,233,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,135452,190,BLUMENAU,,R  232,"R ELO19  , BAIRRO PRQ ELDORADO OESTE",2,102,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,341763,190,BLUMENAU,EDIFÍCIO BLUMENAU,R  232,"R 232 54 AP 102 , BAIRRO S LESTE UNIVERSITÁRIO",100,102,100,2,1
REVISAO_CODIGO_MULTILOTE,goiania,216498,4615,BORGES,,R  57,"R CV16  CASA 01 , BAIRRO RES CENTER VILLE",3,12,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,382850,4615,BORGES,,R  57,"R 57 215 AP101 , BAIRRO S CENTRAL",9,12,9,2,1
REVISAO_CODIGO_MULTILOTE,goiania,103006,2629,BORGES LANDEIRO,,AV T4,"R CRP12  CASA01 , BAIRRO RES PRIMAVERA",2,286,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,239085,2629,BORGES LANDEIRO,EDIFÍCIO BORGES LANDEIRO,AV T4,"AV T4  APT-1004 BL-B , BAIRRO S BUENO",284,286,304,2,1
REVISAO_CODIGO_MULTILOTE,goiania,122973,3797,BORGES LANDEIRO CLASSIC,,AV T13,"R HERMINIA LOMAZZI  CASA 01 , BAIRRO RES DELLA PENA",3,454,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,238192,3797,BORGES LANDEIRO CLASSIC,BORGES LANDEIRO CLASSIC,AV T13,"AV T13 S/N     APT 401 , BAIRRO S BUENO",451,454,793,2,4
REVISAO_CODIGO_MULTILOTE,goiania,225541,4240,BORGES LANDEIRO DIAMOND TA ATHENAS,,AV T13,"R MDV11  CASA 01 , BAIRRO LOT MOINHO DOS VENTOS",3,119,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,237464,4240,BORGES LANDEIRO DIAMOND TA ATHENAS,BORGES LANDEIRO OLYMPUS,AV T13,"AV T13 S/N     APT101 , BAIRRO S BUENO",116,119,1743,2,15
REVISAO_CODIGO_MULTILOTE,goiania,178067,4114,BORGES L.CLASSIC ED.BEETHOVEN T B,,AV T13,"R RI13  CASA 01 , BAIRRO RES ITAIPÚ",3,159,3,2,1
REVISAO_CODIGO_MULTILOTE,goiania,238192,4114,BORGES L.CLASSIC ED.BEETHOVEN T B,BORGES LANDEIRO CLASSIC,AV T13,"AV T13 S/N     APT 401 , BAIRRO S BUENO",156,159,793,2,4
REVISAO_CODIGO_MULTILOTE,goiania,133230,4115,BORGES L.CLASSIC ED MOZART T C,,AV T13,"R IRMA MARIA BERNARDA  CASA 01 , BAIRRO JD SÃO JOSÉ",2,94,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,238192,4115,BORGES L.CLASSIC ED MOZART T C,BORGES LANDEIRO CLASSIC,AV T13,"AV T13 S/N     APT 401 , BAIRRO S BUENO",92,94,793,2,4
REVISAO_CODIGO_MULTILOTE,goiania,238192,4113,BORGES L CLASSIC TA STRAUSS,BORGES LANDEIRO CLASSIC,AV T13,"AV T13 S/N     APT 401 , BAIRRO S BUENO",94,96,793,2,4
REVISAO_CODIGO_MULTILOTE,goiania,376814,4113,BORGES L CLASSIC TA STRAUSS,,AV T13,"R RB51A CASA 01 , BAIRRO RES RECANTO DO BOSQUE",2,96,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,221238,4096,BORGES L EXCELLENCE ED MONET TA,,AV T14,"AV TORONTO  CASA 01 , BAIRRO RES CANADÁ",2,102,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,238167,4096,BORGES L EXCELLENCE ED MONET TA,RESIDENCIAL EXCELLENCE,AV T14,"AV T14 S/N     AP101 , BAIRRO S BUENO",100,102,519,2,3
REVISAO_CODIGO_MULTILOTE,goiania,237464,4389,BORGES L OLYMPUS T C KASTORIA,BORGES LANDEIRO OLYMPUS,AV T13,"AV T13 S/N     APT101 , BAIRRO S BUENO",174,176,1743,2,15
REVISAO_CODIGO_MULTILOTE,goiania,339399,4389,BORGES L OLYMPUS T C KASTORIA,,AV T13,"R FL28 CASA01 , BAIRRO PRQ DAS FLORES",2,176,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,224752,1011,BOSQUE DOS BURITIS,,R  1,"R HORTENCIA  CASA01 , BAIRRO BRO SANTA RITA",2,50,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,359873,1011,BOSQUE DOS BURITIS,EDIFÍCIO BOSQUE DOS BURITIS,R  1,"R 1 S/N     BOX 02 , BAIRRO S OESTE",48,50,48,2,1
REVISAO_CODIGO_MULTILOTE,goiania,239366,865,BOUGAINVILLE,RESIDENCIAL BOUGAINVILLE,AV T5,"AV T5 1200    AP 201 , BAIRRO S BUENO",61,63,61,2,1
REVISAO_CODIGO_MULTILOTE,goiania,314039,865,BOUGAINVILLE,,AV T5,"R DONA ADELAIDE CASA 02 , BAIRRO JD BELA VISTA",2,63,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,261278,1018,BOUGAINVILLE,,R  4,"R FLAUSINA FERREIRA CUNHA CASA 01 , BAIRRO RES VILLE DE FRANCE",2,13,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,360714,1018,BOUGAINVILLE,ED. BOUGAINVILLE,R  4,"R 4 605     APT-800 , BAIRRO S OESTE",11,13,11,2,1
REVISAO_CODIGO_MULTILOTE,goiania,134675,2945,BOULEVARD,,R  T66,"AV NOSSA SENHORA DAS GRACAS  CASA 01 , BAIRRO RES MONTE PASCOAL",2,16,2,2,1
REVISAO_CODIGO_MULTILOTE,goiania,239435,2945,BOULEVARD,RESIDENCIAL BOULEVARD,R  T66,"R T66  AP- 800 , BAIRRO S BUENO",14,16,14,2,1
REVISAO_CODIGO_MULTILOTE,goiania,95112,2363,BOULEVARD S. GERMAIN,,R  15,"R RECIFE  CASA01 , BAIRRO RES PETRÓPOLIS",2,42,2,2,1
